STCOFIPS,fips-int,CountyName,State,bcows2012adj,mcows2012adj,cows2012adj,othercows2012,hogs2012adj,chickens2012adj,broilers2012adj,turkeys2012adj,sheep2012adj,horses2012adj,Cattle_N_kg-2012,Cattle_P_kg-2012,Hogs_N_kg-2012,Hogs_P_kg-2012,Poultry_N_kg-2012,Poultry_P_kg-2012,Other_N_kg-2012,Other_P_kg-2012,Total_N_kg-2012,Total_P_kg-2012
01001,1001,Autauga,AL,8102,24,14996,6870,38,763,185,11,298,348,716222.0673,225197.1948,407.1776976,180.9678656,586.7840509,225.7407261,19043.60955,3300.886877,736259.6386,228904.7903
01003,1003,Baldwin,AL,9870,66,19758,9822,166,1943,799,158,145,1759,932797.1017,289229.7051,1778.723626,790.543834,1747.801863,658.2395718,82955.39159,14371.19549,1019279.019,305049.684
01005,1005,Barbour,AL,10253,26,17369,7090,694,324540,3578298,13,168,344,842822.1299,269016.742,7436.350583,3305.044704,1903369.678,591890.1702,17587.82364,3047.833676,2771215.982,867259.7906
01007,1007,Bibb,AL,3655,0,5493,1838,89,959,68,26,97,306,272520.5489,88939.36018,953.6530287,423.8457905,668.8072299,263.8018805,15132.51841,2622.030158,289275.5276,92249.03801
01009,1009,Blount,AL,21348,479,33675,11848,172,250208,9183549,106,295,1806,1675262.381,536739.2726,1843.014842,819.1177075,4510098.787,1369132.164,86599.88341,15003.52842,6273804.067,1921694.082
01011,1011,Bullock,AL,6129,0,8688,2559,10,90381,814630,0,19,464,436376.3495,143951.377,107.1520257,47.62312253,443928.8491,138993.1085,21694.38886,3758.210237,902106.7395,286750.3188
01013,1013,Butler,AL,9720,17,8261,0,1916,52000,4128485,28,180,501,533578.9456,188254.4111,20530.32812,9124.590277,1988600.72,599927.0937,24982.82318,4328.93751,2567692.817,801635.0326
01015,1015,Calhoun,AL,7840,135,12932,4957,171,2503,2699830,0,75,1274,635713.1764,202594.4746,1832.299639,814.3553953,1280168.681,384211.629,59789.17341,10357.68146,1977503.33,597978.1404
01017,1017,Chambers,AL,8920,121,17003,7962,250,1358,0,0,69,605,812066.9506,253115.3606,2678.800642,1190.578063,873.6380722,349.4552289,28719.04614,4975.414545,844338.4355,259630.8084
01019,1019,Cherokee,AL,9741,90,13316,3485,1808,263,3701809,4,1113,714,678072.8924,224181.7098,19373.08625,8610.260553,1753237.825,525988.4923,43973.75659,7624.948103,2494657.56,766405.4107
01021,1021,Chilton,AL,7939,35,12121,4147,80,3825,1807,12,388,762,600934.9934,195174.1771,857.2162055,380.9849802,3325.537761,1244.409901,39114.06364,6778.260632,644231.811,203577.8326
01023,1023,Choctaw,AL,2963,3,3383,417,102,1590,564003,35,163,287,178900.8949,61494.97342,1092.950662,485.7558498,268144.2353,80547.53123,14896.72841,2581.626245,463034.8092,145109.8867
01025,1025,Clarke,AL,2504,0,3877,1373,67,937,40,9,259,587,191184.2978,62060.35761,717.9185721,319.0749209,628.5434665,249.3497751,29741.34477,5153.776917,222272.1046,67782.55922
01027,1027,Clay,AL,9096,216,17132,7820,32,47730,3313362,18,39,334,823982.2803,256346.4696,342.8864822,152.3939921,1599828.373,483020.1258,15863.67977,2748.29996,2440017.22,742267.2893
01029,1029,Cleburne,AL,7320,144,9293,1829,208,99237,3937040,0,98,402,484759.3352,161621.5968,2228.762134,990.5609486,1928305.788,584875.9205,19592.37045,3394.609644,2434886.255,750882.6879
01031,1031,Coffee,AL,15401,826,22719,6492,3189,184039,9571950,29,166,834,1167419.821,373073.0245,34170.78099,15187.01377,4651407.33,1407263.558,40282.22955,6979.134704,5893280.161,1802502.731
01033,1033,Colbert,AL,9280,8,20706,11418,54,1262,1871616,50,501,1370,958563.1502,292894.8065,578.6209387,257.1648617,887190.8222,266241.2512,68402.14477,11852.54257,1914734.738,571245.7651
01035,1035,Conecuh,AL,7204,337,8789,1248,25,287,38,24,289,398,471515.1087,156123.0481,267.8800642,119.0578063,220.772547,86.04723537,21273.41114,3687.091502,493277.1725,160015.2446
01037,1037,Coosa,AL,2386,13,2803,404,31,467,0,10,78,207,147626.7923,50333.95192,332.1712796,147.6316798,307.9928934,123.0045667,10357.70455,1794.769921,158624.661,52399.35809
01039,1039,Covington,AL,14609,633,26691,11449,113,659237,2991021,35,722,991,1303346.636,404417.2455,1210.81789,538.1412846,1840589.17,594589.2192,52993.22182,9184.759012,3198139.846,1008729.365
01041,1041,Crenshaw,AL,15337,0,27323,11986,10,181838,7395166,8,41,438,1311897.625,415598.1577,107.1520257,47.62312253,3619115.942,1097433.363,20704.14386,3586.818933,4951824.863,1516665.963
01043,1043,Cullman,AL,34111,1462,56915,21342,115,1788944,14433771,92,329,2208,2829529.624,890601.8237,1232.248295,547.6659091,7986346.142,2510996.624,105566.843,18289.37095,10922674.86,3420435.484
01045,1045,Dale,AL,5786,0,9775,3989,75,218624,4992056,0,297,780,473932.9523,151501.9728,803.6401927,357.173419,2504734.572,765485.044,39059.1975,6768.147391,3018530.362,924112.3376
01047,1047,Dallas,AL,12882,96,20685,7707,89,221,45,0,14,676,1016868.568,326905.5753,953.6530287,423.8457905,163.485917,63.26330191,31472.78864,5452.072806,1049458.496,332844.7572
01049,1049,DeKalb,AL,35501,282,55881,20098,77039,1204427,17975223,83,530,2492,2758826.474,889809.8378,825488.4907,366883.7737,9287429.113,2863717.451,120695.8441,20911.48767,12992439.92,4141322.55
01051,1051,Elmore,AL,6612,21,9453,2820,306,1983,39,25,133,914,474843.3397,156157.206,3278.851986,1457.267549,1313.084635,522.9054545,43668.15205,7565.45166,523103.4284,165702.8307
01053,1053,Escambia,AL,6562,22,12840,6256,30,2508,218,46,165,516,607552.3484,189288.8715,321.4560771,142.8693676,1751.474621,689.3801061,25531.5675,4423.895217,635156.8466,194545.0162
01055,1055,Etowah,AL,10647,240,18952,8065,74,141709,4052093,4,330,1182,920540.5767,289093.0369,792.9249901,352.4111067,2010117.842,612152.1007,58016.385,10052.29043,2989467.729,911649.8391
01057,1057,Fayette,AL,3555,1085,7297,2657,167,2175,1053024,6,23,503,389234.506,109235.236,1789.438829,795.3061462,500084.3241,150165.5588,23541.32205,4078.178182,914649.591,264274.2791
01059,1059,Franklin,AL,17401,146,27445,9898,103,231376,5379747,30,904,1267,1354743.757,436710.8897,1103.665865,490.5181621,2696559.774,823854.6651,67565.71409,11710.34549,4119972.911,1272766.419
01061,1061,Geneva,AL,14643,471,27557,12443,101,115073,7382581,40,376,966,1330941.041,412829.58,1082.235459,480.9935375,3570228.526,1078473.768,48453.21909,8395.986798,4950705.021,1500180.328
01063,1063,Greene,AL,6426,12,10019,3581,51,796,990,92,89,209,493894.056,159991.3262,546.475331,242.8779249,1050.467051,371.5315587,10557.90705,1829.524269,506048.9055,162435.2599
01065,1065,Hale,AL,15652,42,23378,7684,140,904,205337,0,86,399,1163144.493,379561.0249,1500.12836,666.7237154,97823.00615,29405.05861,19336.04091,3350.12581,1281803.668,412982.933
01067,1067,Henry,AL,8112,0,13886,5774,136,185,1580400,8,0,521,671602.7791,214206.0557,1457.267549,647.6744664,748555.0558,224578.869,24150.955,4183.63,1445766.057,443616.2291
01069,1069,Houston,AL,12965,0,19249,6284,27,9693,447004,35,175,1152,957396.3367,313146.6587,289.3104694,128.5824308,217949.9002,66010.51856,55111.06795,9547.970079,1230746.615,388833.7297
01071,1071,Jackson,AL,19468,792,36092,15832,9386,305196,2933439,647,2085,1725,1755226.029,543962.0779,100572.8913,44699.06281,1586018.55,495476.0951,100337.0898,17395.17866,3542154.56,1101532.415
01073,1073,Jefferson,AL,3100,0,4804,1704,181,1762,132280,66,209,753,236855.275,76873.57418,1939.451665,861.9785178,63827.26945,19265.25302,36947.6725,6401.782609,339569.6686,103402.5883
01075,1075,Lamar,AL,4341,425,6617,1851,20,604,268000,0,195,375,345814.8318,107864.2699,214.3040514,95.24624506,127305.3236,38230.45402,19288.67386,3342.649802,492623.1333,149532.6199
01077,1077,Lauderdale,AL,17332,37,29439,12070,138,204082,727022,42,1137,2435,1427499.643,455505.7562,1478.697955,657.1990909,475619.0027,155817.213,123985.2407,21485.36577,2028582.584,633465.534
01079,1079,Lawrence,AL,18435,95,29327,10797,99,134857,8401316,43,428,2803,1442545.156,464968.8745,1060.805054,471.468913,4065400.686,1228298.343,134115.5005,23235.47008,5643122.148,1716974.157
01081,1081,Lee,AL,0,0,4671,4671,13,3945,655,30,947,970,184017.3206,46337.40053,139.2976334,61.91005929,2870.790916,1116.719761,54218.47705,9398.513399,241245.8862,56914.54375
01083,1083,Limestone,AL,16381,48,26843,10414,1642,72457,1946112,24,460,1522,1311104.782,420823.7653,17594.36262,7819.716719,968251.9035,295138.2775,75047.45091,13003.42364,2371998.499,736785.1832
01085,1085,Lowndes,AL,21807,24,45410,23579,0,568,2366824,0,253,751,2124833.59,656077.5651,0,0,1121222.199,336403.2007,37284.9325,6460.5,3283340.721,998941.2657
01087,1087,Macon,AL,7230,630,6742,0,88,3952,422,0,90,615,448056.3645,148054.7601,942.9378261,419.0834783,2742.274853,1076.925288,29387.80909,5091.403755,481129.3863,154642.1726
01089,1089,Madison,AL,12463,11,19619,7145,335,2090,270544,38,807,2125,964743.2062,312119.795,3589.592861,1595.374605,129494.7944,38985.03431,106390.4157,18435.23534,1204218.009,371135.4392
01091,1091,Marengo,AL,13089,1738,20692,5865,91,1458,185,17,17,461,1091722.501,333983.9931,975.0834338,433.370415,1038.431829,406.2842827,21535.77977,3730.721265,1115271.796,338554.3691
01093,1093,Marion,AL,8351,46,13103,4706,230,111844,5207424,24,65,2101,646425.8611,208832.7336,2464.496591,1095.331818,2538050.076,768611.6013,98027.03795,16981.4966,3284967.471,995521.1633
01095,1095,Marshall,AL,24693,0,38777,14084,5169,689228,10947463,27,454,2263,1906790.807,617402.623,55386.88208,24616.39204,5627809.205,1732684.181,109337.8736,18943.45672,7699324.767,2393646.653
01097,1097,Mobile,AL,10220,700,16534,5614,58,3600,388,284,501,1224,838727.8719,262498.5344,621.481749,276.2141107,2714.403145,1061.917169,61634.31477,10680.16257,903698.0716,274516.8282
01099,1099,Monroe,AL,7897,21,11869,3951,50,533,89,6,0,446,589753.6278,192235.3126,535.7601285,238.1156126,389.5765309,151.5002852,20674.33,3581.38,611353.2945,196206.3085
01101,1101,Montgomery,AL,22120,395,69331,46816,14,704,1179373,91,143,1526,3088156.415,897472.2069,150.012836,66.67237154,559037.3362,167761.6174,72135.1325,12496.80652,3719478.896,1077797.303
01103,1103,Morgan,AL,21016,1210,35786,13560,617,12042,4681510,91,2019,2051,1785115.481,556803.6445,6611.279985,2938.34666,2224838.319,668231.3165,114803.8648,19900.79257,4131368.945,1247874.1
01105,1105,Perry,AL,13785,510,25963,11668,6,888,104,36,78,602,1256666.159,389050.4161,64.29121542,28.57387352,647.7387141,253.4770316,28667.92955,4966.619921,1286046.118,394299.0869
01107,1107,Pickens,AL,6109,155,11810,5546,34622,249428,4108308,36,256,555,565802.5775,175211.3088,370981.7433,164880.7748,2106062.31,647867.0977,28228.66864,4891.718458,3071075.299,992850.8998
01109,1109,Pike,AL,17022,200,23776,6554,52,211296,4751956,0,76,747,1206729.756,396907.9163,557.1905336,247.6402372,2386316.12,729488.0784,35369.86045,6127.570949,3628972.927,1132771.206
01111,1111,Randolph,AL,12997,418,23733,10318,81,451001,4936561,42,121,691,1152714.08,359218.1839,867.9314081,385.7472925,2627979.954,817410.4645,33213.7225,5754.367826,3814775.689,1182768.764
01113,1113,Russell,AL,3706,0,5980,2274,98,561,70,0,589,719,292489.3247,94251.17604,1050.089852,466.7066008,394.056348,154.3075494,39084.97977,6774.567352,333018.4506,101646.7575
