STCOFIPS,fips-int,CountyName,State,bcows1992adj,mcows1992adj,cows1992adj,othercows1992,hogs1992adj,chickens1992adj,broilers1992adj,turkeys1992adj,sheep1992adj,horses1992adj,Cattle_N_kg-1992,Cattle_P_kg-1992,Hogs_N_kg-1992,Hogs_P_kg-1992,Poultry_N_kg-1992,Poultry_P_kg-1992,Other_N_kg-1992,Other_P_kg-1992,Total_N_kg-1992,Total_P_kg-1992
01001,1001,Autauga,AL,9745,103,18094,8246,9585,454,28171,11,186,278,833064.9925,263212.54,94460.175,41982.3,10537.0245,3186.4143,14448.16,2503.9,952510.352,310885.1543
01003,1003,Baldwin,AL,13662,960,31358,16736,4580,1943,21,20,311,806,1411825.9,424663.79,45135.9,20060.4,1082.4475,431.9325,39972.975,6926.24,1498017.223,452082.3625
01005,1005,Barbour,AL,12059,79,21717,9579,8907,222,336048,78,15,267,1005149.321,319576.9125,87778.485,39012.66,122821.926,36861.9264,12502.71,2165.91,1228252.442,397617.4089
01007,1007,Bibb,AL,4394,199,7411,2818,168,135,30018,3,0,106,355128.6275,112441.675,1655.64,735.84,11032.131,3317.1534,4913.63,851.18,372730.0285,117345.8484
01009,1009,Blount,AL,19705,1270,39441,18466,6840,1399015,7941554,26,70,699,1826993.938,560605.05,67408.2,29959.2,3664642.21,1175989.799,32989.795,5715.17,5592034.142,1772269.219
01011,1011,Bullock,AL,9643,400,16495,6452,297,819,398425,12,445,316,786098.725,248719.285,2926.935,1300.86,145880.1215,43809.3681,18383.955,3187.18,953289.7365,297016.6931
01013,1013,Butler,AL,9989,324,18288,7975,3516,158746,1378831,0,180,439,853287.9463,268098.7125,34650.18,15400.08,590186.75,185747.3685,21860.945,3787.97,1499985.821,473034.131
01015,1015,Calhoun,AL,8497,530,16419,7392,795,123184,2235322,73,43,624,766305.15,236446.065,7834.725,3482.1,883375.8835,271760.0784,29286.505,5073.5,1686802.264,516761.7434
01017,1017,Chambers,AL,9028,208,16161,6925,59,263,0,0,140,229,754872.3988,238795.1625,581.445,258.42,143.9925,57.597,11790.595,2043.27,767388.4313,241154.4495
01019,1019,Cherokee,AL,6849,292,14492,7351,2592,157715,1258000,4,135,246,656904.5263,201420.2525,25544.16,11352.96,545521.1605,172291.4082,12536.655,2172.48,1240506.502,387237.1007
01021,1021,Chilton,AL,10386,215,18699,8098,2280,427,14,0,49,351,871260.9875,275601.795,22469.4,9986.4,238.8925,95.046,16681.96,2890.07,910651.24,288573.311
01023,1023,Choctaw,AL,5446,44,9022,3532,648,294,388057,36,0,107,426455.465,137345.74,6386.04,2838.24,141821.552,42564.0363,4959.985,859.21,579623.042,183607.2263
01025,1025,Clarke,AL,4556,28,7186,2602,777,243,41,0,0,151,343620.4175,111653.185,7657.335,3403.26,148.0075,57.7065,6999.605,1212.53,358425.365,116326.6815
01027,1027,Clay,AL,9911,392,16811,6508,1556,793607,937900,0,111,233,802158.095,254309.405,15334.38,6815.28,776833.3325,276499.983,11732.56,2033.05,1606058.368,539657.718
01029,1029,Cleburne,AL,6139,120,10844,4585,2064,297023,2632802,15,13,302,507325.7938,161024.3675,20340.72,9040.32,1123601.065,353342.943,14108.345,2444.04,1665375.924,525851.6705
01031,1031,Coffee,AL,13364,769,25751,11618,7530,457678,6142636,55,43,548,1200143.328,371053.925,74208.15,32981.4,2492671.068,772861.443,25763.525,4463.22,3792786.07,1181359.988
01033,1033,Colbert,AL,8774,13,15904,7117,4571,72487,1338547,132,132,323,733241.7988,233315.1325,45047.205,20020.98,528328.8215,162472.7151,16080.805,2786.41,1322698.63,418595.2376
01035,1035,Conecuh,AL,8312,337,15112,6463,1070,414,38,41,346,135,708924.8263,222333.2875,10544.85,4686.6,263.0645,103.2648,9162.595,1589.21,728895.3358,228712.3623
01037,1037,Coosa,AL,3902,16,6437,2519,162,206,389131,5,6,116,303982.7163,98121.6575,1596.51,709.56,142148.3475,42655.9875,5427.55,940.24,453155.1238,142427.445
01039,1039,Covington,AL,15958,743,31167,14466,5412,142796,2303059,112,111,334,1441030.268,446313.975,53335.26,23704.56,918858.889,283480.3341,16414.415,2844.08,2429638.832,756342.9491
01041,1041,Crenshaw,AL,11471,720,21370,9179,4984,195018,3303914,46,16,169,1006527.681,312123.9325,49117.32,21829.92,1312726.242,404496.9918,7968.315,1380.43,2376339.558,739831.2743
01043,1043,Cullman,AL,35262,2020,67839,30557,8742,2400273,17411956,19,935,1291,3162530.519,978076.2525,86152.41,38289.96,7669523.848,2432272.879,67693.63,11731.83,10985900.41,3460370.922
01045,1045,Dale,AL,8199,53,15542,7290,2861,323,2123712,29,25,220,710862.0675,224200.82,28195.155,12531.18,775347.658,232623.1692,10407.975,1803.1,1524812.856,471158.2692
01047,1047,Dallas,AL,18309,687,32854,13858,817,89097,18,4,14,338,1544058.358,485721.19,8051.535,3578.46,48789.3755,19515.0372,15785.52,2734.58,1616684.788,511549.2672
01049,1049,DeKalb,AL,31409,1800,55871,22662,44732,1358051,11800066,58,205,1058,2655763.913,830606.18,440833.86,195926.16,5050588.884,1589532.332,50764.565,8795.04,8197951.221,2624859.712
01051,1051,Elmore,AL,8980,1501,18179,7698,7049,580,166004,14,96,495,875880.5475,259858.205,69467.895,30874.62,60916.703,18307.3392,23751.645,4115.01,1030016.791,313155.1742
01053,1053,Escambia,AL,6376,398,12003,5229,543,563,40,14,5,145,563794.9988,174595.8225,5351.265,2378.34,330.5355,130.5582,6763.45,1171.65,576240.2493,178276.3707
01055,1055,Etowah,AL,11708,853,22270,9709,1111,26144,3056469,7,127,691,1048165.299,322985.7625,10948.905,4866.18,1129928.872,340410.3321,33097.47,5734.15,2222140.545,673996.4246
01057,1057,Fayette,AL,4471,725,9514,4318,1586,519,72351,62,176,113,451600.9625,133443.67,15630.03,6946.68,26726.3365,8048.8551,6715.635,1164.35,500672.964,149603.5551
01059,1059,Franklin,AL,13773,924,26018,11321,871,260851,4207561,42,110,390,1223565.434,378129.4175,8583.705,3814.98,1678598.767,517862.9421,19001.9,3292.3,2929749.805,903099.6396
01061,1061,Geneva,AL,14754,1085,29267,13428,8889,357729,5274895,0,39,293,1363837.875,417765.98,87601.095,38933.82,2121193.303,655943.6535,13909.42,2409.73,3586541.693,1115053.184
01063,1063,Greene,AL,8756,416,16244,7072,2649,364,36,12,50,262,760670.96,237272.9,26105.895,11602.62,219.024,86.1276,12564.76,2176.86,799560.639,251138.5076
01065,1065,Hale,AL,14475,1835,30996,14686,938,546,65,67,80,232,1448932.963,432340.65,9243.99,4108.44,359.4765,140.4801,11425.96,1979.76,1469962.389,438569.3301
01067,1067,Henry,AL,9624,58,16567,6885,9458,407,81,31,14,140,774918.6488,248216.2825,93208.59,41426.04,269.432,104.3823,6607.23,1144.64,875003.9008,290891.3448
01069,1069,Houston,AL,14459,831,28245,12955,9591,59126,97141,26,0,372,1312032.541,404876.8725,94519.305,42008.58,67842.237,23590.8843,17244.06,2987.16,1491638.143,473463.4968
01071,1071,Jackson,AL,16791,1294,34876,16791,15952,360980,1859057,60,178,980,1609954.946,489585.6025,157206.96,69869.76,876225.325,282633.7095,46922.21,8129.28,2690309.441,850218.352
01073,1073,Jefferson,AL,4807,728,7274,1739,842,651621,119526,48,31,614,378939.8613,116993.2925,8297.91,3687.96,400415.8635,155802.9744,28722.215,4975.68,816375.8498,281459.9069
01075,1075,Lamar,AL,3867,475,7495,3153,2598,503,110000,19,42,162,358683.2438,108456.2275,25603.29,11379.24,40435.833,12159.0672,7862.1,1362.18,432584.4668,133356.7147
01077,1077,Lauderdale,AL,21166,625,39858,18067,8675,1237,391103,48,898,894,1844834.881,577778.4075,85492.125,37996.5,143456.2285,43106.5599,48980.08,8489.9,2122763.315,667371.3674
01079,1079,Lawrence,AL,16096,851,30278,13331,5812,1156297,2912825,17,106,861,1416455.541,440129.3375,57277.26,25456.56,1696263.074,572186.8791,40801.525,7068.59,3210797.4,1044841.367
01081,1081,Lee,AL,8759,262,10287,1266,1195,201430,608,17,331,477,543872.2575,183786.24,11776.725,5234.1,110514.1865,44183.2446,24890.08,4313.57,691053.249,237517.1546
01083,1083,Limestone,AL,14018,547,25440,10875,2918,150654,556031,29,353,601,1193122.151,374490.6075,28756.89,12780.84,285450.3155,93884.5887,30822.79,5341.41,1538152.147,486497.4462
01085,1085,Lowndes,AL,22497,384,38359,15478,444,161,1165006,118,5,700,1808127.853,577637.26,4375.62,1944.72,425380.1785,127627.7004,32490.475,5628.3,2270374.126,712837.9804
01087,1087,Macon,AL,7230,630,13336,5476,396,4215,190,25,32,345,636568.475,196027.6,3902.58,1734.48,2390.8,949.035,16261.115,2817.07,659122.97,201528.185
01089,1089,Madison,AL,15104,913,27447,11430,5241,682373,204012,244,207,834,1299476.543,404720.595,51650.055,22955.58,448197.6755,171829.2162,40397.835,6999.24,1839722.108,606504.6312
01091,1091,Marengo,AL,20105,1814,37078,15159,341,291,0,17,158,265,1772353.046,545223.3325,3360.555,1493.58,168.664,67.2276,13610.485,2358.63,1789492.75,549142.7701
01093,1093,Marion,AL,8498,276,16029,7255,2183,68056,1065126,118,0,324,742598.1163,232277.6775,21513.465,9561.54,426096.491,131559.8454,15019.02,2601.72,1205227.092,376000.7829
01095,1095,Marshall,AL,22504,1478,41053,17071,5923,1447328,7864867,19,212,1013,1946352.586,604748.2075,58371.165,25942.74,3663098.976,1178171.679,48737.355,8443.91,5716560.082,1817306.536
01097,1097,Mobile,AL,9005,1216,19223,9002,6057,151435,178,34,230,538,902181.6475,268634.93,59691.735,26529.66,82994.3155,33190.7532,26869.84,4655.94,1071737.538,333011.2832
01099,1099,Monroe,AL,8032,353,14880,6495,6222,852,89,4,57,282,695918.7863,217388.7675,61317.81,27252.36,501.153,197.1567,13550.625,2347.68,771288.3743,247185.9642
01101,1101,Montgomery,AL,23037,793,41671,17841,3201,53928,716890,28,390,1231,1951782.424,613920.9175,31545.855,14020.38,291205.816,90315.4494,60337.055,10454.33,2334871.15,728711.0769
01103,1103,Morgan,AL,19458,2863,40326,18005,2243,129970,3570060,10,488,997,1915768.949,570324.4125,22104.765,9824.34,1374235.97,419387.058,50312.695,8718.39,3362422.379,1008254.201
01105,1105,Perry,AL,10711,1248,20725,8766,2656,527,20,0,40,348,989614.9425,299907.91,26174.88,11633.28,295.8325,117.603,16467.34,2852.84,1032552.995,314511.633
01107,1107,Pickens,AL,7215,870,13952,5867,2534,392345,3559150,0,0,201,667456.5813,202025.4125,24972.57,11098.92,1513898.638,475650.48,9317.355,1614.03,2215645.144,690388.8425
01109,1109,Pike,AL,17168,380,30774,13226,3456,111344,1639100,17,60,218,1436360.538,454430.085,34058.88,15137.28,659241.6815,203869.2846,10609.09,1838.14,2140270.189,675274.7896
01111,1111,Randolph,AL,12276,413,20613,7924,1122,611175,2066813,29,201,245,983323.055,312925.71,11057.31,4914.36,1089020.993,360169.3167,13044.37,2260.81,2096445.728,680270.1967
01113,1113,Russell,AL,5365,363,6734,1006,1339,320,70,0,2,291,356368.8425,116991.74,13195.845,5864.82,200.75,77.745,13506.095,2339.65,383271.5325,125273.955
01115,1115,St. Clair,AL,9936,571,17319,6812,22090,393,3100499,33,111,638,827614.885,259593.15,217696.95,96754.2,1131915.436,339597.4989,30506.335,5285.2,2207733.606,701230.0489
01117,1117,Shelby,AL,6356,1521,13627,5750,2888,576,26,35,157,1050,664758.7225,191968.975,28461.24,12649.44,344.0825,136.194,49990.765,8660.72,743554.81,213415.329
01119,1119,Sumter,AL,12124,94,23980,11762,309,302,14,23,48,423,1087089.528,340465.525,3045.195,1353.42,183.0935,72.4044,20011.125,3466.77,1110328.941,345358.1194
01121,1121,Talladega,AL,10609,821,19860,8430,2144,59395,943198,12,246,596,940343.7225,289952.76,21129.12,9390.72,376792.6265,116290.1556,29692.75,5145.04,1367958.219,420778.6756
01123,1123,Tallapoosa,AL,6054,44,11712,5614,36,113828,120062,105,63,283,533433.2525,167663.325,354.78,157.68,106201.1575,38096.73,13647.35,2364.47,653636.54,208282.205
01125,1125,Tuscaloosa,AL,6265,1433,13144,5446,1304,310,1051014,12,44,519,642464.2925,186471.34,12850.92,5711.52,383796.429,115156.3926,24427.625,4231.81,1063539.267,311571.0626
01127,1127,Walker,AL,5472,86,9998,4440,8080,928,1640492,3,152,322,463143.81,146431.82,79628.4,35390.4,599289.3085,179837.7234,16202.35,2807.58,1158263.869,364467.5234
01129,1129,Washington,AL,5611,51,9711,4049,4779,182383,447326,44,127,135,454309.0038,145227.1875,47097.045,20932.02,263152.8605,88933.1292,7324.09,1269.47,771882.9993,256361.8067
01131,1131,Wilcox,AL,9968,44,18475,8463,1952,540,132,12,18,277,848561.5463,268771.3675,19236.96,8549.76,350.424,135.1836,12991.445,2250.59,881140.3753,279706.9011
01133,1133,Winston,AL,9205,1533,18015,7277,3538,735084,4160869,5,38,258,875681.2488,260832.4275,34866.99,15496.44,1921178.423,616599.5805,12278.6,2127.22,2844005.261,895055.668
04001,4001,Apache,AZ,30821,79,53984,23084,109,758,11,23,90028,14996,2510361.415,802891.115,1074.195,477.42,431.6585,171.9399,1450924.64,251858.76,3962791.909,1055399.235
04003,4003,Cochise,AZ,36311,331,65289,28647,9911,2390,120,124,10007,2041,3026598.266,961618.7625,97672.905,43410.18,1420.463,562.0692,178619.32,30999.45,3304310.954,1036590.462
04005,4005,Coconino,AZ,31625,7,52621,20989,62,476,242,29,32060,4307,2474869.389,798931.8475,611.01,271.56,364.8755,136.7112,468794.685,81392.81,2944639.959,880732.9287
04007,4007,Gila,AZ,16469,21,26525,10035,53,177,0,17,22,1062,1258417.691,408275.0225,522.315,232.14,106.249,42.2616,49413.7,8559.98,1308459.955,417109.4041
04009,4009,Graham,AZ,21862,20,36541,14659,9945,409,449,32,226,1182,1717270.681,553802.3275,98007.975,43559.1,405.3965,145.3221,56688.88,9821.42,1872372.933,607328.1696
04011,4011,Greenlee,AZ,7991,403,10246,1852,55,417,0,14,144,334,533063.855,175798.885,542.025,240.9,236.0005,94.2042,16691.45,2892.26,550533.3305,179026.2492
04013,4013,Maricopa,AZ,7812,79075,150171,63284,13002,354611,709,171,8316,7529,8555489.575,1638737.79,128134.71,56948.76,194502.272,77772.6363,418819.615,72599.23,9296946.172,1846058.416
04015,4015,Mohave,AZ,20107,78,34226,14041,109,733,129,16,171,1270,1603629.774,515021.3675,1074.195,477.42,457.1945,177.9453,60306.395,10447.76,1665467.558,526124.4928
04017,4017,Navajo,AZ,29254,337,47005,17414,42631,919,450,18,46764,4866,2243096.283,725057.065,420128.505,186723.78,677.2935,254.2404,618147.21,107349.42,3282049.291,1019384.505
04019,4019,Pima,AZ,38456,3901,50938,8581,122,3084,576,5,404,5076,2699648.229,865973.1625,1202.31,534.36,1901.4775,739.497,238689.56,41350.12,2941441.576,908597.1395
04021,4021,Pinal,AZ,10964,6437,209516,192115,8493,134078,43,10,19758,1660,7879248.301,1999507.678,83698.515,37199.34,73428.895,29369.8485,242817.71,42176.48,8279193.421,2108253.346
04023,4023,Santa Cruz,AZ,10921,12,15177,4244,46,322,48,114,114,875,749029.345,249231.555,453.33,201.48,256.458,99.2352,41517.655,7192.69,791256.788,256724.9602
04025,4025,Yavapai,AZ,37172,31,58605,21402,139,2908,249,30,15111,2509,2794972.298,910199.745,1369.845,608.82,1699.5,670.2915,243161.54,42209.33,3041203.183,953688.1865
04027,4027,Yuma,AZ,1051,3,137688,136634,34,575,91,57,17671,664,4893755.268,1238117.16,335.07,148.92,379.349,147.6201,179127.765,31131.58,5073597.452,1269545.28
05001,5001,Arkansas,AR,1674,0,2751,1077,290,68,0,0,0,50,129770.5688,41982.2925,2857.95,1270.2,37.23,14.892,2317.75,401.5,134983.4988,43668.8845
05003,5003,Ashley,AR,2363,95,5011,2553,705,397,28,40,79,170,226808.1938,69575.4475,6947.775,3087.9,249.5575,98.241,8543.555,1480.44,242549.0813,74242.0285
05005,5005,Baxter,AR,8230,242,20463,11991,2126,475,134582,351352,40,287,893018.2763,268905.6975,20951.73,9311.88,242450.4165,87148.9956,13639.685,2363.01,1170060.108,367729.5831
05007,5007,Benton,AR,49921,6178,101258,45159,59224,1867117,13796584,1402050,774,1686,4791534.986,1440360.373,583652.52,259401.12,6828426.193,2208166.461,84652.26,14668.62,12288265.96,3922596.574
05009,5009,Boone,AR,28878,1482,58435,28075,1746,275890,2130804,401509,706,624,2685099.751,826173.1075,17206.83,7647.48,1149422.431,376373.5002,34852.39,6041.48,3886581.402,1216235.568
